11.4	47
11.5	28
11.7	13
11.8	49
11.9	5
12.1	40
12.4	16
12.4	23
12.4	42
12.6	1
12.6	20
12.7	0
12.7	21
12.7	43
12.8	27
12.9	36
12.9	37
13	8
13	18
13	22
13.1	24
13.1	32
13.1	46
13.1	48
13.2	17
13.2	31
13.3	3
13.3	6
13.3	33
13.4	19
13.5	9
13.5	34
13.6	10
13.6	14
13.6	25
13.6	29
13.6	38
13.7	7
13.7	41
13.8	12
13.8	15
13.8	30
13.9	11
13.9	39
14	2
14	26
14.1	4
14.2	44
14.2	45
14.3	35
15.1	13
15.1	28
15.1	47
15.1	49
15.4	5
15.5	43
16.4	20
16.7	42
17	0
17	40
17.3	1
17.3	23
17.5	36
18.3	21
18.5	16
18.8	27
19.6	37
19.9	17
19.9	22
20	18
20	24
20	31
20.1	48
20.2	6
20.5	19
20.5	46
20.7	3
21.1	12
21.2	14
21.2	32
21.3	8
21.3	10
21.3	11
21.3	29
21.4	9
21.4	33
21.4	41
21.5	38
21.5	39
21.6	2
21.7	45
21.8	25
21.8	28
21.8	44
21.8	49
21.9	34
21.9	47
22	7
22.1	30
22.4	26
22.5	13
22.5	15
22.6	4
22.6	5
22.8	20
22.9	0
22.9	42
23	35
23	43
23.1	1
23.1	36
23.3	23
23.5	40
23.6	21
23.7	16
23.9	27
24.2	17
24.2	18
24.7	19
24.7	48
24.8	6
24.9	31
24.9	37
25	3
25	24
25.1	46
25.4	22
25.5	12
25.5	14
26	11
26.1	9
26.3	29
26.3	32
26.5	10
26.5	39
26.6	2
26.6	41
26.6	45
26.9	8
26.9	38
26.9	47
26.9	49
27	28
27.1	33
27.2	25
27.5	7
27.6	34
27.7	13
27.7	30
27.8	4
27.8	20
27.8	44
28	15
28.1	0
28.3	26
28.5	42
28.6	1
28.6	36
28.7	5
29	17
29	27
29	35
29.1	23
29.2	16
29.2	18
29.4	21
29.5	43
29.6	6
29.7	40
29.7	48
29.9	12
30.2	3
30.2	19
30.6	31
30.6	46
30.7	14
30.7	37
30.8	24
31	9
31	11
31	22
31	29
31.3	39
31.4	2
31.5	10
31.5	28
31.8	32
31.8	45
31.9	25
31.9	41
31.9	47
31.9	49
32	38
32.2	33
32.4	8
32.6	34
32.7	4
32.7	7
32.7	13
32.7	15
32.8	20
32.8	30
32.9	44
33.1	0
33.6	26
33.8	42
34	17
34	23
34.2	1
34.2	36
34.3	5
34.3	18
34.3	27
34.4	35
34.5	16
34.7	6
34.9	12
34.9	21
34.9	48
35.1	3
35.4	19
35.4	40
35.4	43
35.8	46
35.9	11
35.9	29
35.9	37
36.2	9
36.2	14
36.2	39
36.4	24
36.4	31
36.5	2
36.5	45
36.6	22
36.7	28
36.8	47
37	10
37.3	33
37.3	49
37.4	38
37.4	41
37.5	8
37.5	25
37.5	32
37.6	4
37.8	7
37.8	13
37.8	15
37.8	20
37.8	30
37.8	34
37.8	44
38.2	23
38.4	17
38.5	0
38.8	26
39.1	42
39.4	27
39.5	1
39.5	12
39.5	18
39.5	35
39.8	6
39.8	36
39.8	48
40	3
40.1	16
40.3	5
40.4	21
40.5	19
40.5	43
40.6	40
40.9	11
41.1	29
41.1	46
41.4	14
41.4	31
41.4	45
41.5	39
41.6	9
41.8	47
41.9	10
41.9	22
42	2
42	37
42.1	28
42.4	24
42.5	49
42.7	4
42.7	13
