1.3	2
1.4	22
1.6	3
1.6	37
1.7	7
1.7	10
1.7	14
1.7	47
1.7	49
1.8	4
1.8	9
1.8	19
1.8	31
1.9	6
1.9	15
1.9	26
1.9	35
2	8
2	41
2	46
2.1	27
2.1	42
2.1	44
2.2	17
2.2	48
2.3	5
2.3	11
2.3	21
2.3	33
2.3	39
2.3	40
2.4	1
2.4	25
2.5	13
2.5	32
2.6	0
2.6	20
2.6	24
2.6	29
2.6	30
2.6	36
2.7	12
2.7	23
2.8	16
2.9	38
3	28
3	43
3.1	18
3.1	34
3.1	45
3.6	2
3.7	22
3.8	3
3.9	14
3.9	37
3.9	47
4	7
4	10
4	19
4	31
4	49
4.1	4
4.1	6
4.1	9
4.1	35
4.2	8
4.2	15
4.2	26
4.2	41
4.2	46
4.3	27
4.3	44
4.4	42
4.5	17
4.5	48
4.7	21
4.8	5
4.8	11
4.8	39
4.8	40
4.9	33
5.3	1
5.5	25
5.5	36
5.6	0
5.6	12
5.6	13
5.6	20
5.6	24
5.6	28
5.6	29
5.6	30
5.6	32
5.6	34
5.6	43
5.7	16
5.7	18
5.7	23
5.7	38
5.7	45
5.9	2
6.1	22
6.7	14
6.7	37
6.8	3
6.8	47
6.9	7
6.9	31
7	6
7	8
7	9
7	10
7	19
7	26
7	35
7	44
7	46
7	49
7.1	4
7.1	5
7.1	11
7.1	15
7.1	17
7.1	21
7.1	27
7.1	33
7.1	39
7.1	40
7.1	41
7.1	42
7.1	48
8.4	32
8.5	0
8.5	1
8.5	2
8.5	12
8.5	13
8.5	16
8.5	18
8.5	20
8.5	22
8.5	23
8.5	24
8.5	25
8.5	28
8.5	29
8.5	30
8.5	34
8.5	36
8.5	38
8.5	43
8.5	45
10	3
10	4
10	5
10	6
10	7
10	8
10	9
10	10
10	11
10	14
10	15
10	17
10	19
10	21
10	26
10	27
10	31
10	33
10	35
10	37
10	39
10	40
10	41
10	42
10	44
10	46
10	47
10	48
10	49
11.5	0
11.5	1
11.5	2
11.5	12
11.5	13
11.5	16
11.5	18
11.5	20
11.5	22
11.5	23
11.5	24
11.5	25
11.5	28
11.5	29
11.5	30
11.5	32
11.5	34
11.5	36
11.5	38
11.5	43
11.5	45
13	4
13	5
13	19
13	33
13	40
13	41
13	44
13	48
13.1	3
13.1	6
13.1	7
13.1	8
13.1	9
13.1	10
13.1	11
13.1	14
13.1	15
13.1	17
13.1	21
13.1	26
13.1	27
13.1	31
13.1	35
13.1	37
13.1	39
13.1	42
13.1	46
13.1	47
13.1	49
14.6	0
14.6	1
14.6	2
14.6	12
14.6	13
14.6	16
14.6	18
14.6	20
14.6	22
14.6	23
14.6	24
14.6	25
14.6	28
14.6	29
14.6	30
14.6	32
14.6	34
14.6	36
14.6	38
14.6	43
14.6	45
16.1	3
16.1	4
16.1	5
16.1	6
16.1	7
16.1	8
16.1	9
16.1	10
16.1	11
16.1	14
16.1	15
16.1	17
16.1	19
16.1	21
16.1	26
16.1	27
16.1	31
16.1	33
16.1	35
16.1	37
16.1	39
16.1	40
16.1	41
